Clave;Nombre;Asterisco
K313;Espasmo del píloro, no clasificado en otra parte;F
K314;Divertículo gástrico;F
K315;Obstrucción del duodeno;F
K316;Fístula del estómago y del duodeno;F
K317;Pólipo del estómago y del duodeno;F
K318;Otras enfermedades especificadas del estómago y del duodeno;F
K319;Enfermedad del estómago y del duodeno, no especificada;F
K352;Apendicitis aguda con peritonitis generalizada;F
K353;Apendicitis aguda con peritonitis localizada ;F
K358;Otras apendicitis agudas, y las no especificadas ;F
K36X;Otros tipos de apendicitis;F
K37X;Apendicitis, no especificada;F
K380;Hiperplasia del apéndice;F
K381;Concreciones apendiculares;F
K382;Divertículo del apéndice;F
K383;Fístula del apéndice;F
K388;Otras enfermedades especificadas del apéndice;F
K389;Enfermedad del apéndice, no especificada;F
K400;Hernia inguinal bilateral con obstrucción, sin gangrena;F
K401;Hernia inguinal bilateral, con gangrena;F
K402;Hernia inguinal bilateral, sin obstrucción ni gangrena;F
K403;Hernia inguinal unilateral o no especificada, con obstrucción, sin gangrena;F
K404;Hernia inguinal unilateral o no especificada, con gangrena;F
K409;Hernia inguinal unilateral o no especificada, sin obstrucción ni gangrena;F
K410;Hernia femoral bilateral, con obstrucción, sin gangrena;F
K411;Hernia femoral bilateral, con gangrena;F
K412;Hernia femoral bilateral, sin obstrucción ni gangrena;F
K413;Hernia femoral unilateral o no especificada, con obstrucción, sin gangrena;F
K414;Hernia femoral unilateral o no especificada, con gangrena;F
K419;Hernia femoral unilateral o no especificada, sin obstrucción ni gangrena;F
K420;Hernia umbilical con obstrucción, sin gangrena;F
K421;Hernia umbilical con gangrena;F
K429;Hernia umbilical sin obstrucción ni gangrena;F
K430;Hernia insicional con obstrucción, sin gangrena;F
K431;Hernia incisional con gangrena;F
K432;Hernia incisional sin obstrucción o gangrena ;F
K433;Hernia paraestomal con obstrucción, sin gangrena ;F
K434;Hernia paraestomal con gangrena ;F
K435;Hernia paraestomal sin obstrucción o gangrena;F
K436;Otras hernias ventrales y las no especificadas con obstrucción, sin gangrena ;F
K437;Otras hernias ventrales y las no especificadas con gangrena ;F
K439;Otras hernias ventrales y las no especificadas sin obstrucción o gangrena;F
K440;Hernia diafragmática con obstrucción, sin gangrena;F
K441;Hernia diafragmática con gangrena;F
K449;Hernia diafragmática sin obstrucción ni gangrena;F
K450;Otras hernias de la cavidad abdominal especificadas, con obstrucción, sin gangrena;F
K451;Otras hernias de la cavidad abdominal especificadas, con gangrena;F
K458;Otras hernias de la cavidad abdominal especificadas, sin obstrucción ni gangrena;F
K460;Hernia abdominal no especificada, con obstrucción, sin gangrena;F
K461;Hernia abdominal no especificada, con gangrena;F
K469;Hernia abdominal no especificada, sin obstrucción ni gangrena;F
K500;Enfermedad de Crohn del intestino delgado;F
K501;Enfermedad de Crohn del intestino grueso;F
K508;Otros tipos de enfermedad de Crohn;F
K509;Enfermedad de Crohn, no especificada;F
K510;Pancolitis ulcerativa (crónica) ;F
K512;Proctitis (crónica) ulcerativa;F
K513;Rectosigmoiditis (crónica) ulcerativa;F
K514;Pólipos inflamatorios;F
K515;Colitis del lado izquierdo;F
K518;Otras colitis ulcerativas;F
K519;Colitis Ulcerativa, sin otra especificación;F
K520;Colitis y gastroenteritis debidas a radiación;F
K521;Colitis y gastroenteritis tóxicas;F
K522;Colitis y gastroenteritis alérgicas y dietéticas;F
K523;Colitis de etiología indeterminada;F
K528;Otras colitis y gastroenteritis no infecciosas especificadas;F
K529;Colitis y gastroenteritis no infecciosas, no especificadas;F
K550;Trastorno vascular agudo de los intestinos;F
K551;Trastorno vascular crónico del intestino;F
K552;Angiodisplasia del colon;F
K558;Otros trastornos vasculares del intestino;F
K559;Trastorno vascular del intestino, no especificado;F
K560;Íleo paralítico;F
K561;Invaginación;F
K562;Vólvulo;F
K563;Íleo por cálculo biliar;F
K564;Otras obstrucciones del intestino;F
K565;Adherencias [bridas] intestinales con obstrucción;F
K566;Otras obstrucciones intestinales y las no especificadas;F
K567;Íleo, no especificado;F
K570;Enfermedad diverticular del intestino delgado con perforación y absceso;F
K571;Enfermedad diverticular del intestino delgado sin perforación ni absceso;F
K572;Enfermedad diverticular del intestino grueso con perforación y absceso;F
K573;Enfermedad diverticular del intestino grueso sin perforación ni absceso;F
K574;Enfermedad diverticular de ambos intestinos con perforación y absceso;F
K575;Enfermedad diverticular de ambos intestinos, sin perforación ni absceso;F
K578;Enfermedad diverticular del intestino, parte no especificada, con perforación y absceso;F
K579;Enfermedad diverticular del intestino, parte no especificada, sin perforación ni absceso;F
K580;Síndrome del colon irritable con diarrea;F
K589;Síndrome del colon irritable sin diarrea;F
K590;Constipación;F
K591;Diarrea funcional;F
K592;Intestino neurogénico, no clasificado en otra parte;F
K593;Megacolon, no clasificado en otra parte;F
K594;Espasmo anal;F
K598;Otros trastornos funcionales especificados del intestino;F
K599;Trastorno funcional intestinal, no especificado;F
K600;Fisura anal aguda;F
K601;Fisura anal crónica;F
K602;Fisura anal, no especificada;F
K603;Fístula anal;F
K604;Fístula rectal;F
K605;Fístula anorrectal;F
K610;Absceso anal;F
K611;Absceso rectal;F
K612;Absceso anorrectal;F
K613;Absceso isquiorrectal;F
K614;Absceso intraesfinteriano;F
K620;Pólipo anal;F
K621;Pólipo rectal;F
K622;Prolapso anal;F
K623;Prolapso rectal;F
K624;Estenosis del ano y del recto;F
K625;Hemorragia del ano y del recto;F
K626;Úlcera del ano y del recto;F
K627;Proctitis por radiación;F
K628;Otras enfermedades especificadas del ano y del recto;F
K629;Enfermedad del ano y del recto, no especificada;F
K630;Absceso del intestino;F
K631;Perforación del intestino (no traumática);F
K632;Fístula del intestino;F
K633;Úlcera del intestino;F
K634;Enteroptosis;F
K635;Pólipo del colon;F
K638;Otras enfermedades especificadas del intestino;F
K639;Enfermedad del intestino, no especificada;F
K640;Hemorroides de primer grado ;F
K641;Hemorroides de segundo grado ;F
K642;Hemorroides de tercer grado ;F
K643;Hemorroides de cuarto grado ;F
K644;Marcas residuales en la piel, de hemorroides ;F
K645;Trombosis venosa perianal ;F
K648;Otras hemorroides especificadas ;F
K649;Hemorroides, sin otra especificación ;F
K650;Peritonitis aguda;F
K658;Otras peritonitis;F
K659;Peritonitis, no especificada;F
K660;Adherencias peritoneales;F
K661;Hemoperitoneo;F
K668;Otros trastornos especificados del peritoneo;F
K669;Trastorno del peritoneo, no especificado;F
K670;Peritonitis por clamidias;T
K671;Peritonitis gonocócica;T
K672;Peritonitis sifilítica;T
K673;Peritonitis tuberculosa;T
K678;Otros trastornos del peritoneo en enfermedades infecciosas clasificadas en otra parte;T
K700;Hígado alcohólico adiposo;F
K701;Hepatitis alcohólica;F
K702;Fibrosis y esclerosis del hígado, alcohólica;F
K703;Cirrosis hepática alcohólica;F
K704;Insuficiencia hepática alcohólica;F
K709;Enfermedad hepática alcohólica, no especificada;F
K710;Enfermedad tóxica del hígado, con colestasis;F
K711;Enfermedad tóxica del hígado con necrosis hepática;F
K712;Enfermedad tóxica del hígado con hepatitis aguda;F
K713;Enfermedad tóxica del hígado con hepatitis crónica persistente;F
K714;Enfermedad tóxica del hígado con hepatitis crónica lobular;F
K715;Enfermedad tóxica del hígado con hepatitis crónica activa;F
K716;Enfermedad tóxica del hígado con hepatitis no clasificada en otra parte;F
K717;Enfermedad tóxica del hígado con cirrosis y fibrosis del hígado;F
K718;Enfermedad tóxica del hígado con otros trastornos hepáticos;F
K719;Enfermedad tóxica del hígado, no especificada;F
K720;Insuficiencia hepática aguda o subaguda;F
K721;Insuficiencia hepática crónica;F
K729;Insuficiencia hepática, no especificada;F
K730;Hepatitis crónica persistente, no clasificada en otra parte;F
K731;Hepatitis crónica lobular, no clasificada en otra parte;F
K732;Hepatitis crónica activa, no clasificada en otra parte;F
K738;Otras hepatitis crónicas, no clasificadas en otra parte;F
K739;Hepatitis crónica, no especificada;F
K740;Fibrosis hepática;F
K741;Esclerosis hepática;F
K742;Fibrosis hepática con esclerosis hepática;F
K743;Cirrosis biliar primaria;F
K744;Cirrosis biliar secundaria;F
K745;Cirrosis biliar, no especificada;F
K746;Otras cirrosis del hígado y las no especificadas;F
K750;Absceso del hígado;F
K751;Flebitis de la vena porta;F
K752;Hepatitis reactiva no especificada;F
K753;Hepatitis granulomatosa, no clasificada en otra parte;F
K754;Hepatitis autoinmune;F
K758;Otras enfermedades inflamatorias del hígado, especificadas;F
K759;Enfermedad inflamatoria del hígado, no especificada;F
K760;Degeneración grasa del hígado, no clasificada en otra parte;F
K761;Congestión pasiva crónica del hígado;F
K762;Necrosis hemorrágica central del hígado;F
K763;Infarto del hígado;F
K764;Peliosis hepática;F
K765;Enfermedad veno-oclusiva del hígado;F
K766;Hipertensión portal;F
K767;Síndrome hepatorrenal;F
K768;Otras enfermedades especificadas del hígado;F
K769;Enfermedad del hígado, no especificada;F
K770;Trastornos del hígado en enfermedades infecciosas y parasitarias clasificadas en otra parte;T
K778;Trastornos del hígado en otras enfermedades clasificadas en otra parte;T
K800;Cálculo de la vesícula biliar con colecistitis aguda;F
K801;Cálculo de la vesícula biliar con otra colecistitis;F
K802;Cálculo de la vesícula biliar sin colecistitis;F
K803;Cálculo de conducto biliar con colangitis;F
K804;Cálculo de conducto biliar con colecistitis;F
K805;Cálculo de conducto biliar sin colangitis ni colecistitis;F
K808;Otras colelitiasis;F
K810;Colecistitis aguda;F
K811;Colecistitis crónica;F
K818;Otras colecistitis;F
K819;Colecistitis, no especificada;F
K820;Obstrucción de la vesícula biliar;F
K821;Hidropesía de la vesícula biliar;F
K822;Perforación de la vesícula biliar;F
K823;Fístula de la vesícula biliar;F
K824;Colesterolosis de la vesícula biliar;F
K828;Otras enfermedades especificadas de la vesícula biliar;F
K829;Enfermedad de la vesícula biliar, no especificada;F
K830;Colangitis;F
K831;Obstrucción del conducto biliar;F
K832;Perforación del conducto biliar;F
K833;Fístula del conducto biliar;F
K834;Espasmo del esfínter de Oddi;F
K835;Quiste biliar;F
K838;Otras enfermedades especificadas de las vías biliares;F
K839;Enfermedad de las vías biliares, no especificada;F
K850;Pancreatitis idiopática aguda;F
K851;Pancreatitis biliar aguda;F
K852;Pancreatitis aguda inducida por alcohol;F
K853;Pancreatitits aguda inducida por drogas;F
K858;Otras pancreatitis agudas;F
K859;Pancreatitis aguda, no especificada;F
K860;Pancreatitis crónica inducida por el alcohol;F
K861;Otras pancreatitis crónicas;F
K862;Quiste del páncreas;F
K863;Seudoquiste del páncreas;F
K868;Otras enfermedades especificadas del páncreas;F
K869;Enfermedad del páncreas, no especificada;F
K870;Trastornos de la vesícula biliar y de las vías biliares en enfermedades clasificadas en otra parte;T
K871;Trastornos del páncreas en enfermedades clasificadas en otra parte;T
K900;Enfermedad celíaca;F
K901;Esprue tropical;F
K902;Síndrome del asa ciega, no clasificado en otra parte;F
K903;Esteatorrea pancreática;F
K904;Malabsorción debida a intolerancia, no clasificada en otra parte;F
K908;Otros tipos de malabsorción intestinal;F
K909;Malabsorción intestinal, no especificada;F
K910;Vómito postcirugía gastrointestinal;F
K911;Síndromes consecutivos a la cirugía gástrica;F
K912;Malabsorción postquirúrgica, no clasificada en otra parte;F
K913;Obstrucción intestinal postoperatoria;F
K914;Disfunción de colostomía o enterostomía;F
K915;Síndrome de postcolecistectomía;F
K918;Otros trastornos del sistema digestivo consecutivos a procedimientos, no clasificados en otra parte;F
K919;Trastorno no especificado del sistema digestivo consecutivo a procedimientos;F
K920;Hematemesis;F
K921;Melena;F
K922;Hemorragia gastrointestinal, no especificada;F
K928;Otras enfermedades especificadas del sistema digestivo;F
K929;Enfermedad del sistema digestivo, no especificada;F
K930;Trastornos tuberculosos del intestino, peritoneo y ganglios mesentéricos;T
K931;Megacolon en la enfermedad de Chagas;T
K938;Trastornos de otros órganos digestivos especificados en enfermedades clasificadas en otra parte;T
L00X;Síndrome estafilocócico de la piel escaldada;F
L010;Impétigo [cualquier sitio anatómico] [cualquier organismo];F
L011;Impetiginización de otras dermatosis;F
L020;Absceso cutáneo, furúnculo y ántrax de la cara;F
L021;Absceso cutáneo, furúnculo y ántrax del cuello;F
L022;Absceso cutáneo, furúnculo y ántrax del tronco;F
L023;Absceso cutáneo, furúnculo y ántrax de glúteos;F
L024;Absceso cutáneo, furúnculo y ántrax de miembro;F
L028;Absceso cutáneo, furúnculo y ántrax de otros sitios;F
L029;Absceso cutáneo, furúnculo y ántrax de sitio no especificado;F
L030;Celulitis de los dedos de la mano y del pie;F
L031;Celulitis de otras partes de los miembros;F
L032;Celulitis de la cara;F
L033;Celulitis del tronco;F
L038;Celulitis de otros sitios;F
L039;Celulitis de sitio no especificado;F
L040;Linfadenitis aguda de cara, cabeza y cuello;F
L041;Linfadenitis aguda del tronco;F
L042;Linfadenitis aguda del miembro superior;F
L043;Linfadenitis aguda del miembro inferior;F
L048;Linfadenitis aguda de otros sitios;F
L049;Linfadenitis aguda de sitio no especificado;F
L050;Quiste pilonidal con absceso;F
L059;Quiste pilonidal sin absceso;F
L080;Pioderma;F
L081;Eritrasma;F
L088;Otras infecciones locales especificadas de la piel y del tejido subcutáneo;F
L089;Infección local de la piel y del tejido subcutáneo, no especificada;F
L100;Pénfigo vulgar;F
L101;Pénfigo vegetante;F
L102;Pénfigo foliáceo;F
L103;Pénfigo brasileño [fogo selvagem];F
L104;Pénfigo eritematoso;F
L105;Pénfigo inducido por drogas;F
L108;Otros pénfigos;F
L109;Pénfigo, no especificado;F
L110;Queratosis folicular adquirida;F
L111;Dermatosis acantolítica transitoria [Grover];F
L118;Otros trastornos acantolíticos especificados;F
L119;Trastorno acantolítico, no especificado;F
L120;Penfigoide flictenular;F
L121;Penfigoide cicatricial;F
L122;Enfermedad flictenular crónica de la infancia;F
L123;Epidermólisis bullosa adquirida;F
L128;Otros penfigoides;F
L129;Penfigoide, no especificado;F
L130;Dermatitis herpetiforme;F
L131;Dermatitis pustulosa subcorneal;F
L138;Otros trastornos flictenulares especificados;F
L139;Trastorno flictenular, no especificado;F
L14X;Trastornos flictenulares en enfermedades clasificadas en otra parte;T
L200;Prurigo de Besnier;F
L208;Otras dermatitis atópicas;F
L209;Dermatitis atópica, no especificada;F
L210;Seborrea capitis;F
L211;Dermatitis seborreica infantil;F
