A00;COLERA
Y50;EFECTOS ADVERSOS DE ESTIMULANTES DEL SISTEMA NERVIOSO CENTRAL, NO CLASIFICADOS EN OTRA PARTE
Y51;EFECTOS ADVERSOS DE DROGAS QUE AFECTAN PRIMARIAMENTE EL SISTEMA NERVIOSO AUTONOMO
Y52;EFECTOS ADVERSOS DE AGENTES QUE AFECTAN PRIMARIAMENTE EL SISTEMA CARDIOVASCULAR
Y53;EFECTOS ADVERSOS DE AGENTES QUE AFECTAN PRIMARIAMENTE EL SISTEMA GASTROINTESTINAL
Y54;EFECTOS ADVERSOS DE AGENTES QUE AFECTAN PRIMARIAMENTE EL EQUILIBRIO HIDRICO Y EL METABOLISMO MINERAL Y DEL ACIDO URICO
Y55;EFECTOS ADVERSOS DE AGENTES QUE ACTUAN PRIMARIAMENTE SOBRE LOS MUSCULOS LISOS Y ESTRIADOS Y SOBRE EL SISTEMA RESPIRATORIO
Y56;EFECTOS ADVERSOS DE AGENTES TOPICOS QUE AFECTAN PRIMARIAMENTE LA PIEL Y LAS MEMBRANAS MUCOSAS, Y DE DROGAS OFTALMOLOGICAS, OTORRINOLARINGOLOGICAS Y DENTALES
Y57;EFECTOS ADVERSOS DE OTRAS DROGAS Y MEDICAMENTOS, Y DE LOS NO ESPECIFICADOS
Y58;EFECTOS ADVERSOS DE VACUNAS BACTERIANAS
Y59;EFECTOS ADVERSOS DE OTRAS VACUNAS Y SUSTANCIAS BIOLOGICAS, Y DE LAS NO ESPECIFICADAS
Y60;CORTE, PUNCION, PERFORACION O HEMORRAGIA NO INTENCIONAL DURANTE LA ATENCION MEDICA Y QUIRURGICA
Y61;OBJETO EXTRA¾O DEJADO ACCIDENTALMENTE EN EL CUERPO DURANTE LA ATENCION MEDICA Y QIRURGICA
Y62;FALLAS EN LA ESTERILIZACION DURANTE LA ATENCION MEDICA Y QUIRURGICA
Y63;FALLA EN LA DOSIFICACION DURANTE LA ATENCION MEDICA Y QUIRURGICA
Y64;MEDICAMENTOS O SUSTANCIAS BIOLOGICAS CONTAMINADOS
Y65;OTROS INCIDENTES DURANTE LA ATENCION MEDICA Y QUIRURGICA
Y66;NO ADMINISTRACION DE LA ATENCION MEDICA Y QUIRURGICA
Y69;INCIDENTES NO ESPECIFICADOS DURANTE LA ATENCION MEDICA Y QUIRURGICA
Y70;DISPOSITIVOS DE ANESTESIOLOGIA ASOCIADOS CON INCIDENTES ADVERSOS
Y71;DISPOSITIVOS CARDIOVASCULARES ASOCIADOS CON INCIDENTES ADVERSOS
Y72;DISPOSITIVOS OTORRINOLARINGOLOGICOS ASOCIADOS CON INCIDENTES ADVERSOS
Y73;DISPOSITIVOS DE GASTROENTEROLOGIA Y UROLOGIA ASOCIADOS CON INCIDENTES ADVERSOS
Y74;DISPOSITIVOS PARA USO HOSPITALARIO GENERAL Y PERSONAL ASOCIADOS CON INCIDENTES ADVERSOS
Y75;DISPOSITIVOS NEUROLOGICOS ASOCIADOS CON INCIDENTES ADVERSOS
Y76;DISPOSITIVOS GINECOLOGICOS Y OBSTETRICOS ASOCIADOS CON INCIDENTES ADVERSOS
Y77;DISPOSITIVOS OFTALMICOS ASOCIADOS CON INCIDENTES ADVERSOS
Y78;APARATOS RADIOLOGICOS ASOCIADOS CON INCIDENTES ADVERSOS
Y79;DISPOSITIVOS ORTOPEDICOS ASOCIADOS CON INCIDENTES ADVERSOS
Y80;APARATOS DE MEDICINA FISICA ASOCIADOS CON INCIDENTES ADVERSOS
Y81;DISPOSITIVOS DE CIRUGIA GENERAL Y PLASTICA ASOCIADOS CON INCIDENTES ADVERSOS
Y82;OTROS DISPOSITIVOS MEDICOS, Y LOS NO ESPECIFICADOS, ASOCIADOS CON INCIDENTES ADVERSOS
Y83;CIRUGIA Y OTROS PROCEDIMIENTOS QUIRURGICOS COMO LA CAUSA DE REACCION ANORMAL DEL PACIENTE O DE COMPLICACION POSTERIOR, SIN MENCION DE INCIDENTE EN EL MOMENTO DE EFECTUAR EL PROCEDIMIENTO
Y84;OTROS PROCEDIMIENTOS MEDICOS COMO LA CAUSA DE REACCION ANORMAL DEL PACIENTE O DE COMPLICACION POSTERIOR, SIN MENCION DE INCIDENTE EN EL MOMENTO DE EFECTUAR EL PROCEDIMIENTO
Y85;SECUELAS DE ACCIDENTES DE TRANSPORTE
Y86;SECUELAS DE OTROS ACCIDENTES
Y87;SECUELAS DE LESIONES AUTOINFLIGIDAS INTENCIONALMENTE, DE AGRESIONES Y DE EVENTOS DE INTENCION NO DETERMINADA
Y88;SECUELAS DE ATENCION MEDICA Y QUIRURGICA COMO CAUSA EXTERNA
Y89;SECUELAS DE OTRAS CAUSAS EXTERNAS
Y90;EVIDENCIA DE ALCOHOLISMO DETERMINADA POR EL NIVEL DE ALCOHOL EN LA SANGRE
Y91;EVIDENCIA DE ALCOHOLISMO DETERMINADA POR EL NIVEL DE INTOXICACION
Y95;AFECCION NOSOCOMIAL
Y96;AFECCION RELACIONADA CON EL TRABAJO
Y97;AFECCION RELACIONADA CON LA CONTAMINACION AMBIENTAL
Y98;AFECCION RELACIONADA CON EL ESTILO DE VIDA
Z00;EXAMEN GENERAL E INVESTIGACION DE PERSONAS SIN QUEJAS O SIN DIAGNOSTICO INFORMADO
Z01;OTROS EXAMENES ESPECIALES E INVESTIGACIONES EN PERSONAS SIN QUEJAS O SIN DIAGNOSTICO INFORMADO
Z02;EXAMENES Y CONTACTOS PARA FINES ADMINISTRATIVOS
Z03;OBSERVACION Y EVALUACION MEDICAS POR SOSPECHA DE ENFERMEDADES Y AFECCIONES
Z04;EXAMEN Y OBSERVACION POR OTRAS RAZONES
Z08;EXAMEN DE SEGUIMIENTO CONSECUTIVO AL TRATAMIENTO POR TUMOR MALIGNO
Z09;EXAMEN DE SEGUIMIENTO CONSECUTIVO A TRATAMIENTO POR OTRAS AFECCIONES DIFERENTES DE LOS TUMORES MALIGNOS
Z10;CONTROL GENERAL DE SALUD DE RUTINA DE SUBPOBLACIONES DEFINIDAS
Z11;EXAMEN DE PESQUISA ESPECIAL PARA ENFERMEDADES INFECCIOSAS Y PARASITARIAS
Z12;EXAMEN DE PESQUISA ESPECIAL PARA TUMORES
Z13;EXAMEN DE PESQUISA ESPECIAL PARA OTRAS ENFERMEDADES Y TRASTORNOS
Z20;CONTACTO CON Y EXPOSICION A ENFERMEDADES TRANSMISIBLES
Z21;ESTADO DE INFECCION ASINTOMATICA POR EL VIRUS DE LA INMUNODEFICIENCIA HUMANA (VIH)
Z22;PORTADOR DE ENFERMEDAD INFECCIOSA
Z23;NECESIDAD DE INMUNIZACION CONTRA ENFERMEDAD BACTERIANA UNICA
Z24;NECESIDAD DE INMUNIZACION CONTRA CIERTAS ENFERMEDADES VIRALES
Z25;NECESIDAD DE INMUNIZACION CONTRA OTRAS ENFERMEDADES VIRALES UNICAS
Z26;NECESIDAD DE INMUNIZACION CONTRA OTRAS ENFERMEDADES INFECCIOSAS UNICAS
Z27;NECESIDAD DE INMUNIZACION CONTRA COMBINACIONES DE ENFERMEDADES INFECCIOSAS
Z28;INMUNIZACION NO REALIZADA
Z29;NECESIDAD DE OTRAS MEDIDAS PROFILACTICAS
Z30;ATENCION PARA LA ANTICONCEPCION
Z31;ATENCION PARA LA PROCREACION
Z32;EXAMEN Y PRUEBA DEL EMBARAZO
Z33;ESTADO DE EMBARAZO, INCIDENTAL
Z34;SUPERVISION DE EMBARAZO NORMAL
Z35;SUPERVISION DE EMBARAZO DE ALTO RIESGO
Z36;PESQUISAS PRENATALES
Z37;PRODUCTO DEL PARTO
Z38;NACIDOS VIVOS SEGUN LUGAR DE NACIMIENTO
Z39;EXAMEN Y ATENCION DEL POSTPARTO
Z40;CIRUGIA PROFILACTICA
Z41;PROCEDIMIENTOS PARA OTROS PROPOSITOS QUE NO SEAN LOS DE MEJORAR EL ESTADO DE SALUD
Z42;CUIDADOS POSTERIORES A LA CIRUGIA PLASTICA
Z43;ATENCION DE ORIFICIOS ARTIFICIALES
Z44;PRUEBA Y AJUSTE DE DISPOSITIVOS PROTESICOS EXTERNOS
Z45;ASISTENCIA Y AJUSTE DE DISPOSITIVOS IMPLANTADOS
Z46;PRUEBA Y AJUSTE DE OTROS DISPOSITIVOS
Z47;OTROS CUIDADOS POSTERIORES A LA ORTOPEDIA
Z48;OTROS CUIDADOS POSTERIORES A LA CIRUGIA
Z49;CUIDADOS RELATIVOS AL PROCEDIMIENTO DE DIALISIS
Z50;ATENCION POR EL USO DE PROCEDIMIENTOS DE REHABILITACION
Z51;OTRA ATENCION MEDICA
Z52;DONANTES DE ORGANOS Y TEJIDOS
Z53;PERSONA EN CONTACTO CON LOS SERVICIOS DE SALUD PARA PROCEDIMIENTOS ESPECIFICOS NO REALIZADOS
Z54;CONVALECENCIA
Z55;PROBLEMAS RELACIONADOS CON LA EDUCACION Y LA ALFABETIZACION
Z56;PROBLEMAS RELACIONADOS CON EL EMPLEO Y EL DESEMPLEO
Z57;EXPOSICION A FACTORES DE RIESGO OCUPACIONAL
Z58;PROBLEMAS RELACIONADOS CON EL AMBIENTE FISICO
Z59;PROBLEMAS RELACIONADOS CON LA VIVIENDA Y LAS CIRCUNSTANCIAS ECONOMICAS
Z60;PROBLEMAS RELACIONADOS CON EL AMBIENTE SOCIAL
Z61;PROBLEMAS RELACIONADOS CON HECHOS NEGATIVOS EN LA NI¾EZ
Z62;OTROS PROBLEMAS RELACIONADOS CON LA CRIANZA DEL (DE LA) NI¾O(A)
Z63;OTROS PROBLEMAS RELACIONADOS CON EL GRUPO PRIMARIO DE APOYO, INCLUSIVE CIRCUNSTANCIAS FAMILIARES
Z64;PROBLEMAS RELACIONADOS CON CIERTAS CIRCUNSTANCIAS PSICOSOCIALES
Z65;PROBLEMAS RELACIONADOS CON OTRAS CIRCUNSTANCIAS PSICOSOCIALES
Z70;CONSULTA RELACIONADA CON ACTITUD, CONDUCTA U ORIENTACION SEXUAL
Z71;PERSONAS EN CONTACTO CON LOS SERVICIOS DE SALUD POR OTRAS CONSULTAS Y CONSEJOS MEDICOS, NO CLASIFICADOS EN OTRA PARTE
Z72;PROBLEMAS RELACIONADOS CON EL ESTILO DE VIDA
Z73;PROBLEMAS RELACIONADOS CON DIFICULTADES CON EL MODO DE VIDA
Z74;PROBLEMAS RELACIONADOS CON DEPENDENCIA DEL PRESTADOR DE SERVICIOS
Z75;PROBLEMAS RELACIONADOS CON FACILIDADES DE ATENCION MEDICA O DE OTROS SERVICIOS DE SALUD
Z76;PERSONAS EN CONTACTO CON LOS SERVICIOS DE SALUD POR OTRAS CIRCUNSTANCIAS
Z80;HISTORIA FAMILIAR DE TUMOR MALIGNO
Z81;HISTORIA FAMILIAR DE TRASTORNOS MENTALES Y DEL COMPORTAMIENTO
Z82;HISTORIA FAMILIAR DE CIERTAS DISCAPACIDADES Y ENFERMEDADES CRONICAS INCAPACITANTES
Z83;HISTORIA FAMILIAR DE OTROS TRASTORNOS ESPECIFICOS
Z84;HISTORIA FAMILIAR DE OTRAS AFECCIONES
Z85;HISTORIA PERSONAL DE TUMOR MALIGNO
Z86;HISTORIA PERSONAL DE ALGUNAS OTRAS ENFERMEDADES
Z87;HISTORIA PERSONAL DE OTRAS ENFERMEDADES Y AFECCIONES
Z88;HISTORIA PERSONAL DE ALERGIA A DROGAS, MEDICAMENTOS Y SUSTANCIAS BIOLOGICAS
Z89;AUSENCIA ADQUIRIDA DE MIEMBROS
Z90;AUSENCIA ADQUIRIDA DE ORGANOS, NO CLASIFICADA EN OTRA PARTE
Z91;HISTORIA PERSONAL DE FACTORES DE RIESGO, NO CLASIFICADOS EN OTRA PARTE
Z92;HISTORIA PERSONAL DE TRATAMIENTO MEDICO
Z93;ABERTURAS ARTIFICIALES
Z94;ORGANOS Y TEJIDOS TRANSPLANTADOS
Z95;PRESENCIA DE IMPLANTES E INJERTOS CARDIOVASCULARES
Z96;PRESENCIA DE OTROS IMPLANTES FUNCIONALES
Z97;PRESENCIA DE OTROS DISPOSITIVOS
Z98;OTROS ESTADOS POSTQUIRURGICOS
Z99;DEPENDENCIA DE MAQUINAS Y DISPOSITIVOS CAPACITANTES, NO CLASIFICADA EN OTRA PARTE
D63;ANEMIA EN ENFERMEDADES CRONICAS CLASIFICADAS EN OTRA PARTE
D77;OTROS TRASTORNOS DE LA SANGRE Y DE LOS ORGANOS HEMATOPOYETICOS EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE
E35;TRASTORNOS ENDOCRINOS EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE
E90;TRASTORNOS NUTRICIONALES Y METABOLICOS EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE
F00;DEMENCIA EN LA ENFERMEDAD DE ALZHEIMER
F02;DEMENCIA EN OTRAS ENFERMEDADES CLASIFICADAS EN OTRA PARTE
G01;MENINGITIS EN ENFERMEDADES BACTERIANAS CLASIFICADAS EN OTRA PARTE
G02;MENINGITIS EN OTRAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS CLASIFICADAS EN OTRA PARTE
G05;ENCEFALITIS, MIELITIS Y ENCEFALOMIELITIS EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE
G07;ABSCESO Y GRANULOMA INTRACRANEAL E INTRARRAQUIDEO EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE
G13;ATROFIAS SISTEMICAS QUE AFECTAN PRIMARIAMENTE EL SISTEMA NERVIOSO CENTRAL EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE
G22;PARKINSONISMO EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE
G26;TRASTORNOS EXTRAPIRAMIDALES Y DEL MOVIMIENTO EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE
G32;OTROS TRASTORNOS DEGENERATIVOS DEL SISTEMA NERVIOSO EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE
G46;SINDROMES VASCULARES ENCEFALICOS EN ENFERMEDADES CEREBROVASCULARES
G53;TRASTORNOS DE LOS NERVIOS CRANEALES EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE
G55;COMPRESIONES DE LAS RAICES Y DE LOS PLEXOS NERVIOSOS EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE
G59;MONONEUROPATIA EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE
G63;POLINEUROPATIAS EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE
G73;TRASTORNOS DEL MUSCULO Y DE LA UNION NEUROMUSCULAR EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE
G94;OTROS TRASTORNOS DEL ENCEFALO EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE
G99;OTROS TRASTORNOS DEL SISTEMA NERVIOSO EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE
H03;TRASTORNOS DEL PARPADO EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE
H06;TRASTORNOS DEL APARATO LAGRIMAL Y DE LA ORBITA EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE
H13;TRASTORNOS DE LA CONJUNTIVA EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE
H19;TRASTORNOS DE LA ESCLEROTICA Y DE LA CORREA EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE
H22;TRASTORNOS DEL IRIS Y DEL CUERPO CILIAR EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE
H28;CATARATA Y OTROS TRASTORNOS DEL CRISTALINO EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE
H32;TRASTORNOS CORIORRETINIANOS EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE
H36;TRASTORNOS DE LA RETINA EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE
H42;GLAUCOMA EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE
H45;TRASTORNOS DEL CUERPO VITRIO Y DEL GLOBO OCULAR EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE
H48;TRASTORNOS DEL NERVIO OPTICO [II PAR] Y DE LAS VIAS OPTICAS EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE
H58;OTROS TRASTORNOS DEL OJO Y SUS ANEXOS EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE
H62;TRASTORNOS DEL OIDO EXTERNO EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE
H67;OTITIS MEDIA EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE
H75;OTROS TRASTORNOS DEL OIDO MEDIO Y DE LA APOFISIS MASTOIDES EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE
H82;SINDROMES VERTIGINOSOS EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE
H94;OTROS TRASTORNOS DEL OIDO EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE
I32;PERICARDITIS EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE
I39;ENDOCARDITIS Y TRASTORNOS VALVULARES EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE
I41;MIOCARDITIS EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE
I43;CARDIOMIOPATIA EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE
I52;OTROS TRASTORNOS CARDIACOS EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE
I5_;
I68;TRASTORNOS CEREBROVASCULARES EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE
I79;TRASTORNOS DE LAS ARTERIAS, DE LAS ARTERIOLAS Y DE LOS VASOS CAPILARES EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE
I98;OTROS TRASTORNOS DEL SISTEMA CIRCULATORIO EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE
J17;NEUMONIA EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE
J91;DERRAME PLEURAL EN AFECCIONES CLASIFICADAS EN OTRA PARTE
J99;TRASTORNOS RESPIRATORIOS EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE
K23;TRASTORNOS DEL ESOFAGO EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE
K67;TRASTORNOS DEL PERITONEO EN ENFERMEDADES INFECCIOSAS CLASIFICADAS EN OTRA PARTE
K77;TRASTORNOS DEL HIGADO EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE
K87;TRASTORNOS DE LA VESICULA BILIAR, DE LAS VIAS BILIARES Y DEL PANCREAS EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE
K93;TRASTORNOS DE OTROS ORGANOS DIGESTIVOS EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE
L14;TRASTORNOS FLICTENULARES EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE
L45;TRASTORNOS PAPULOESCAMOSOS EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE
L54;ERITEMA EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE
L62;TRASTORNOS DE LAS UÑAS EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE
L86;QUERATODERMA EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE
L99;OTROS TRASTORNOS DE LA PIEL Y DEL TEJIDO SUBCUTANEO EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE
M01;INFECCIONES DIRECTAS DE LA ARTICULACION EN ENFERMEDADES INFECCIOSAS Y PARASITARIAS CLASIFICADAS EN OTRA PARTE
M03;ARTROPATIAS POSTINFECCIOSAS Y REACTIVAS EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE
M07;ARTROPATIAS PSORIASICAS Y ENTEROPATICAS
M09;ARTRITIS JUVENIL EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE
M14;ARTROPATIA EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE
M36;TRASTORNOS SISTEMICOS DEL TEJIDO CONJUNTIVO EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE
M49;ESPONDILOPATIAS EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE
M63;TRASTORNOS DE LOS MUSCULOS EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE
M68;TRASTORNOS DE LOS TENDONES Y DE LA SINOVIA EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE
M73;TRASTORNOS DE LOS TEJIDOS BLANDOS EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE
M82;OSTEOPOROSIS EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE
M90;OSTEOPATIAS EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE
N08;TRASTORNOS GLOMERULARES EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE
N16;TRASTORNOS RENALES TUBULOINTERSTICIALES EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE
N22;CALCULO DE LAS VIAS URINARIAS EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE
N29;OTROS TRASTORNOS DEL RIÑON Y DEL URETER EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE
N33;TRASTORNOS DE LA VEJIGA EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE
N37;TRASTORNOS DE LA URETRA EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE
N51;TRASTORNOS DE LOS ORGANOS GENITALES MASCULINOS EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE
N74;TRASTORNOS INFLAMATORIOS DE LA PELVIS FEMENINA EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE
N77;ULCERACION E INFLAMACION VULVOVAGINAL EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE
P75;ILEO MECONIAL
U04;SINDROME RESPIRATORIO AGUDO SEVERO (SARS)
U80;AGENTES RESISTENTES A PENICILINA Y ANTIBIOTICOS RELACIONADOS
U81;AGENTES RESISTENTES A VANCOMICINA Y ANTIBIOTICOS RELACIONADOS
U88;AGENTE RESISTENTE A MULTIPLES ANTIBIOTICOS
U89;AGENTE RESISTENTE A OTROS ANTIBIOTICOS Y ANTIBIOTICOS SIN ESPECIFICAR
